iteration,"50,10,10","50,10,20","50,20,10","50,20,20"
0,0.342831298,0.522840344,0.52917232,0.422433288
10,0.5269109,0.649932157,0.642695613,0.540479421
20,0.578923564,0.662143826,0.720488467,0.480325645
30,0.704206242,0.575305292,0.749434645,0.629579376
40,0.710538218,0.605608322,0.696517413,0.632745364
50,0.68611488,0.663048394,0.697874265,0.757123474
60,0.760741746,0.725915875,0.603346902,0.710990502
70,0.722749887,0.600180914,0.704658526,0.756218905
80,0.738127544,0.623699683,0.665309815,0.780189959
90,0.691542289,0.58299412,0.725011307,0.7421981
100,0.754862053,0.710538218,0.780189959,0.794663048
110,0.800995025,0.654907282,0.768882858,0.805065581
120,0.786521936,0.722297603,0.796924469,0.793306196
130,0.786069652,0.773857983,0.749434645,0.795115332
140,0.804161013,0.791044776,0.757575758,0.797829037
150,0.777928539,0.767526006,0.797829037,0.797376753
160,0.829941203,0.771596563,0.768430574,0.762550882
170,0.834464043,0.799185889,0.767073722,0.783808232
180,0.81275441,0.800995025,0.776571687,0.795567616
190,0.820895522,0.801447309,0.7847128,0.778833107
200,0.801899593,0.7960199,0.786069652,0.787878788
210,0.807327001,0.810040706,0.790140208,0.766621438
220,0.816824966,0.829941203,0.777928539,0.792401628
230,0.81727725,0.824966079,0.791044776,0.809136137
240,0.810945274,0.81275441,0.763003166,0.796472185
250,0.829036635,0.81953867,0.779737675,0.81953867
260,0.803708729,0.818181818,0.777928539,0.816824966
270,0.850293985,0.822704659,0.75893261,0.784260516
280,0.851650837,0.824966079,0.759384894,0.818181818
290,0.858435097,0.827679783,0.782451379,0.804613297
300,0.850746269,0.805065581,0.764360018,0.829941203
310,0.841248304,0.820895522,0.753505201,0.807779285
320,0.843962008,0.826322931,0.782451379,0.796924469
330,0.8385346,0.833107191,0.780642243,0.845771144
340,0.847127996,0.841248304,0.79375848,0.805970149
350,0.84305744,0.834464043,0.794210764,0.833107191
360,0.850293985,0.857982813,0.808231569,0.827679783
370,0.841248304,0.84758028,0.79149706,0.856625961
380,0.829941203,0.824966079,0.767526006,0.821347806
390,0.81049299,0.828584351,0.788331072,0.858887381
400,0.844414292,0.833559475,0.806422433,0.836725464
410,0.830393487,0.841700588,0.791949344,0.857530529
420,0.834464043,0.792401628,0.819990954,0.863862506
430,0.838082316,0.847127996,0.815920398,0.86205337
440,0.84758028,0.832654907,0.816824966,0.859791949
450,0.818181818,0.839439168,0.812302126,0.838082316
460,0.832654907,0.852103121,0.819086386,0.847127996
470,0.832202623,0.826775215,0.826322931,0.825870647
480,0.834464043,0.851650837,0.824966079,0.850293985
490,0.847127996,0.810945274,0.829941203,0.846223428
500,0.837177748,0.856173677,0.823156943,0.843962008
510,0.839439168,0.826322931,0.824061511,0.833107191
520,0.820443238,0.842152872,0.825418363,0.848937133
530,0.835368611,0.857982813,0.834464043,0.853912257
540,0.84531886,0.863410222,0.826322931,0.84758028
550,0.854364541,0.856173677,0.823156943,0.851198553
560,0.831750339,0.867480778,0.808231569,0.861148801
570,0.845771144,0.823156943,0.825870647,0.860244233
580,0.837630032,0.860696517,0.79375848,0.853912257
590,0.843962008,0.852103121,0.826775215,0.859791949
600,0.847127996,0.861148801,0.81953867,0.848032564
610,0.831298055,0.86431479,0.824061511,0.843509724
620,0.851198553,0.857078245,0.830393487,0.876526459
630,0.808231569,0.870646766,0.834916327,0.86431479
640,0.850293985,0.882406151,0.814563546,0.875621891
650,0.843509724,0.869289914,0.826322931,0.857078245
660,0.852103121,0.865671642,0.839439168,0.868385346
670,0.860244233,0.872455902,0.825418363,0.869742198
680,0.856625961,0.871551334,0.84531886,0.869289914
690,0.846223428,0.865219358,0.827679783,0.881953867
700,0.858887381,0.866123926,0.834464043,0.876526459
710,0.860244233,0.863410222,0.827227499,0.878335595
720,0.853912257,0.86883763,0.832654907,0.857982813
730,0.858887381,0.865671642,0.826322931,0.861601085
740,0.851198553,0.865219358,0.841700588,0.84758028
750,0.837630032,0.865219358,0.831750339,0.873812754
760,0.860696517,0.877431027,0.838082316,0.883310719
770,0.861148801,0.870646766,0.833559475,0.869289914
780,0.863410222,0.863410222,0.838986884,0.854816825
790,0.867028494,0.865671642,0.844414292,0.850293985
800,0.805517865,0.867480778,0.841700588,0.864767074
810,0.872908186,0.859339665,0.848484848,0.876526459
820,0.871551334,0.87109905,0.86431479,0.876074175
830,0.881953867,0.873812754,0.838986884,0.872908186
840,0.872455902,0.867933062,0.852555405,0.875621891
850,0.86431479,0.86883763,0.860696517,0.887381275
860,0.851198553,0.885119855,0.850293985,0.876526459
870,0.86883763,0.878335595,0.853912257,0.881501583
880,0.87336047,0.882406151,0.844866576,0.875169607
890,0.87336047,0.895070104,0.852555405,0.885119855
900,0.870646766,0.895522388,0.853459973,0.887833559
910,0.874717322,0.892808684,0.846223428,0.885572139
920,0.875621891,0.880597015,0.851198553,0.883763003
930,0.878335595,0.87336047,0.839439168,0.898236092
940,0.879240163,0.895522388,0.858435097,0.883310719
950,0.89009498,0.888285844,0.859339665,0.8923564
960,0.8923564,0.893260968,0.861601085,0.873812754
970,0.881049299,0.894165536,0.865671642,0.89461782
980,0.890547264,0.888285844,0.86883763,0.886928991
990,0.886024423,0.879692447,0.867933062,0.883763003
1000,0.882858435,0.893260968,0.874265038,0.891451832
1010,0.886928991,0.894165536,0.854364541,0.895974672
1020,0.888738128,0.893713252,0.860696517,0.872908186
1030,0.890999548,0.903663501,0.853459973,0.86883763
1040,0.890547264,0.903211217,0.857078245,0.884215287
1050,0.876526459,0.888738128,0.86431479,0.882858435
1060,0.880597015,0.89687924,0.86431479,0.882406151
1070,0.888285844,0.903663501,0.864767074,0.874717322
1080,0.889190412,0.897783808,0.862957938,0.884667571
1090,0.891451832,0.902306649,0.867028494,0.879692447
1100,0.889190412,0.89914066,0.858887381,0.876526459
1110,0.888285844,0.902306649,0.862505654,0.878335595
1120,0.895522388,0.897783808,0.871551334,0.878335595
1130,0.895070104,0.900949796,0.881501583,0.874717322
1140,0.884215287,0.901854365,0.86657621,0.891451832
1150,0.886476707,0.895974672,0.879240163,0.888285844
1160,0.888738128,0.901854365,0.872003618,0.889642696
1170,0.890999548,0.898688376,0.879692447,0.895974672
1180,0.884667571,0.901854365,0.873812754,0.885572139
1190,0.895070104,0.89687924,0.877431027,0.883310719
1200,0.899592944,0.895974672,0.871551334,0.885119855
1210,0.889190412,0.895522388,0.865671642,0.893713252
1220,0.900045228,0.901854365,0.86657621,0.883763003
1230,0.886928991,0.903663501,0.86431479,0.882406151
1240,0.8923564,0.901854365,0.872455902,0.889642696
1250,0.89461782,0.89687924,0.862957938,0.89009498
1260,0.892808684,0.903663501,0.869742198,0.887833559
1270,0.890999548,0.898236092,0.869742198,0.887833559
1280,0.886476707,0.89461782,0.872003618,0.888738128
1290,0.897331524,0.899592944,0.870646766,0.883310719
1300,0.900497512,0.908638625,0.857530529,0.883310719
1310,0.895974672,0.902306649,0.872003618,0.882858435
1320,0.890547264,0.906377205,0.857982813,0.879692447
1330,0.891451832,0.907281773,0.870194482,0.885119855
1340,0.89009498,0.903663501,0.868385346,0.886476707
1350,0.896426956,0.905472637,0.867933062,0.882406151
1360,0.897331524,0.905020353,0.865219358,0.880597015
1370,0.89461782,0.898236092,0.869289914,0.889642696
1380,0.887833559,0.899592944,0.862505654,0.8923564
1390,0.895522388,0.895522388,0.869742198,0.888285844
1400,0.882858435,0.899592944,0.874265038,0.888285844
1410,0.886024423,0.904115785,0.867480778,0.885572139
1420,0.889190412,0.897331524,0.868385346,0.8923564
1430,0.89461782,0.8923564,0.862505654,0.889190412
1440,0.890547264,0.907734057,0.863410222,0.885572139
1450,0.889190412,0.895522388,0.865671642,0.885119855
1460,0.885119855,0.904568069,0.872908186,0.883310719
1470,0.884215287,0.89461782,0.87336047,0.889642696
1480,0.8923564,0.904115785,0.86883763,0.886024423
1490,0.886476707,0.902306649,0.865671642,0.882406151
1500,0.891451832,0.902758933,0.860244233,0.888738128
1510,0.885572139,0.897331524,0.868385346,0.889190412
1520,0.889642696,0.89687924,0.841700588,0.884667571
1530,0.891904116,0.901854365,0.867480778,0.8923564
1540,0.886476707,0.89687924,0.876978743,0.888738128
1550,0.892808684,0.901402081,0.865219358,0.885119855
1560,0.895974672,0.899592944,0.875621891,0.889190412
1570,0.891451832,0.899592944,0.873812754,0.897331524
1580,0.887833559,0.902758933,0.871551334,0.886476707
1590,0.899592944,0.902758933,0.871551334,0.890547264
1600,0.8923564,0.895522388,0.871551334,0.877431027
1610,0.873812754,0.89914066,0.877431027,0.898688376
1620,0.8923564,0.900497512,0.87109905,0.897331524
1630,0.897331524,0.900949796,0.870194482,0.896426956
1640,0.892808684,0.903663501,0.869742198,0.893260968
1650,0.896426956,0.893713252,0.878787879,0.886928991
1660,0.8923564,0.904115785,0.874717322,0.886024423
1670,0.895070104,0.900949796,0.871551334,0.889190412
1680,0.900497512,0.898236092,0.868385346,0.89914066
1690,0.890547264,0.905020353,0.87336047,0.889642696
1700,0.886928991,0.904115785,0.87109905,0.895974672
1710,0.898236092,0.901854365,0.875621891,0.901402081
1720,0.892808684,0.900045228,0.873812754,0.893713252
1730,0.881953867,0.898688376,0.869742198,0.8923564
1740,0.889190412,0.89914066,0.857078245,0.897783808
1750,0.89009498,0.904568069,0.876074175,0.888738128
1760,0.881953867,0.900045228,0.871551334,0.887833559
1770,0.897331524,0.89687924,0.872455902,0.880144731
1780,0.895974672,0.900045228,0.873812754,0.890547264
1790,0.891451832,0.904568069,0.872455902,0.900949796
1800,0.895522388,0.900045228,0.87109905,0.8923564
1810,0.892808684,0.895974672,0.86883763,0.904568069
1820,0.89687924,0.909090909,0.869289914,0.89687924
1830,0.894165536,0.906829489,0.859339665,0.89461782
1840,0.895070104,0.899592944,0.860696517,0.895974672
1850,0.892808684,0.908638625,0.869742198,0.89009498
1860,0.896426956,0.906377205,0.867028494,0.89009498
1870,0.889190412,0.893713252,0.872908186,0.890999548
1880,0.888738128,0.900497512,0.876526459,0.895974672
1890,0.89687924,0.901854365,0.874717322,0.894165536
1900,0.888738128,0.895522388,0.867028494,0.895974672
1910,0.8923564,0.8923564,0.857078245,0.89461782
1920,0.883310719,0.905020353,0.869289914,0.89461782
1930,0.888738128,0.903663501,0.854364541,0.898236092
1940,0.898236092,0.897783808,0.844866576,0.8923564
1950,0.904115785,0.890547264,0.863410222,0.89461782
1960,0.886928991,0.905472637,0.851198553,0.895522388
1970,0.893713252,0.890547264,0.855721393,0.893713252
1980,0.89009498,0.900497512,0.872003618,0.894165536
1990,0.893260968,0.905924921,0.865219358,0.895974672
2000,0.89009498,0.900949796,0.864767074,0.891451832
2010,0.89914066,0.903211217,0.858435097,0.888285844
2020,0.889190412,0.889642696,0.862505654,0.887381275
2030,0.895070104,0.900949796,0.864767074,0.89687924
2040,0.899592944,0.896426956,0.852555405,0.895070104
2050,0.895522388,0.900949796,0.852103121,0.906829489
2060,0.890999548,0.901402081,0.86205337,0.898236092
2070,0.900497512,0.897331524,0.858887381,0.901854365
2080,0.895974672,0.900045228,0.856173677,0.89687924
2090,0.900949796,0.903663501,0.858435097,0.897783808
2100,0.893260968,0.893713252,0.854816825,0.898688376
2110,0.898688376,0.904568069,0.858435097,0.89687924
2120,0.900949796,0.893713252,0.865219358,0.897331524
2130,0.89009498,0.899592944,0.860244233,0.893713252
2140,0.891904116,0.901854365,0.862957938,0.901402081
2150,0.892808684,0.903211217,0.872908186,0.900949796
2160,0.89461782,0.89914066,0.857530529,0.900949796
2170,0.898236092,0.89914066,0.866123926,0.905924921
2180,0.902306649,0.900949796,0.876526459,0.903211217
2190,0.900497512,0.895522388,0.871551334,0.901402081
2200,0.900949796,0.900045228,0.876526459,0.906829489
2210,0.897783808,0.892808684,0.875621891,0.905924921
2220,0.904568069,0.900045228,0.872003618,0.907281773
2230,0.89914066,0.895974672,0.874717322,0.903663501
2240,0.901854365,0.8923564,0.876526459,0.907281773
2250,0.905924921,0.8923564,0.872455902,0.905472637
2260,0.905020353,0.895070104,0.862957938,0.897783808
2270,0.900949796,0.89914066,0.875621891,0.885572139
2280,0.89914066,0.897783808,0.86205337,0.898688376
2290,0.901402081,0.893260968,0.876978743,0.898236092
2300,0.904115785,0.887833559,0.865671642,0.902758933
2310,0.905020353,0.897783808,0.877883311,0.912709181
2320,0.900045228,0.89914066,0.879692447,0.905924921
2330,0.897783808,0.886024423,0.872908186,0.906829489
2340,0.902758933,0.892808684,0.879692447,0.900045228
2350,0.906829489,0.893260968,0.881501583,0.897783808
2360,0.900949796,0.893260968,0.877883311,0.905020353
2370,0.901402081,0.901402081,0.881501583,0.908638625
2380,0.899592944,0.876978743,0.877431027,0.904568069
2390,0.887833559,0.891904116,0.879240163,0.899592944
2400,0.902306649,0.900045228,0.872455902,0.907281773
2410,0.902306649,0.89914066,0.87109905,0.900045228
2420,0.900949796,0.897331524,0.856625961,0.905020353
2430,0.89687924,0.905472637,0.875621891,0.900497512
2440,0.89914066,0.902758933,0.872908186,0.906377205
2450,0.902306649,0.901402081,0.879240163,0.902306649
2460,0.900045228,0.902758933,0.879240163,0.904568069
2470,0.901402081,0.902306649,0.877883311,0.888738128
2480,0.89914066,0.898236092,0.875169607,0.891904116
2490,0.905924921,0.898688376,0.876526459,0.89914066
2500,0.905020353,0.900949796,0.879692447,0.900497512
2510,0.899592944,0.901402081,0.876526459,0.899592944
2520,0.893713252,0.899592944,0.878335595,0.901402081
2530,0.897331524,0.905020353,0.876074175,0.907281773
2540,0.8923564,0.895974672,0.872003618,0.901402081
2550,0.893260968,0.905020353,0.874717322,0.905472637
2560,0.904115785,0.901854365,0.882406151,0.903663501
2570,0.8923564,0.900949796,0.877431027,0.905924921
2580,0.897331524,0.901854365,0.867933062,0.904568069
2590,0.891904116,0.895522388,0.881049299,0.899592944
2600,0.896426956,0.905472637,0.875621891,0.904568069
2610,0.896426956,0.89914066,0.883763003,0.905924921
2620,0.899592944,0.896426956,0.876074175,0.909995477
2630,0.903663501,0.906829489,0.875621891,0.903211217
2640,0.900497512,0.906829489,0.872455902,0.907281773
2650,0.904568069,0.905020353,0.879240163,0.909090909
2660,0.898236092,0.901402081,0.879692447,0.909090909
2670,0.904568069,0.900949796,0.882406151,0.909090909
2680,0.900949796,0.902758933,0.881953867,0.901402081
2690,0.898688376,0.901854365,0.882406151,0.909090909
2700,0.89914066,0.89461782,0.877883311,0.909995477
2710,0.900949796,0.908186341,0.881501583,0.906377205
2720,0.893260968,0.905020353,0.885119855,0.914970602
2730,0.905472637,0.906829489,0.881953867,0.909090909
2740,0.902306649,0.906377205,0.872908186,0.901854365
2750,0.899592944,0.904115785,0.879240163,0.912256897
2760,0.905924921,0.900045228,0.887833559,0.89687924
2770,0.901854365,0.905924921,0.883763003,0.883310719
2780,0.904115785,0.904568069,0.881953867,0.905020353
2790,0.899592944,0.900949796,0.883310719,0.909543193
2800,0.907734057,0.898236092,0.881049299,0.902758933
2810,0.901402081,0.911804613,0.858887381,0.911352329
2820,0.89914066,0.905020353,0.886928991,0.913613749
2830,0.905472637,0.897331524,0.885572139,0.900045228
2840,0.903211217,0.897783808,0.887381275,0.887833559
2850,0.910447761,0.901854365,0.885119855,0.895522388
2860,0.905924921,0.897331524,0.880597015,0.895522388
2870,0.908186341,0.893260968,0.876978743,0.893713252
2880,0.905472637,0.901854365,0.883310719,0.896426956
2890,0.908186341,0.899592944,0.880597015,0.886476707
2900,0.898236092,0.897783808,0.889190412,0.896426956
2910,0.902758933,0.900497512,0.882406151,0.905472637
2920,0.910900045,0.900949796,0.883310719,0.897783808
2930,0.900497512,0.901854365,0.876978743,0.901854365
2940,0.908186341,0.895974672,0.875621891,0.905472637
2950,0.906829489,0.893260968,0.877431027,0.909090909
2960,0.89914066,0.892808684,0.881953867,0.901854365
2970,0.899592944,0.897331524,0.878787879,0.905020353
2980,0.906377205,0.8923564,0.876074175,0.908186341
2990,0.908186341,0.898688376,0.879240163,0.902306649
3000,0.909995477,0.893713252,0.875169607,0.905472637
3010,0.909995477,0.898688376,0.86431479,0.905472637
3020,0.909995477,0.894165536,0.886024423,0.902306649
3030,0.909995477,0.890547264,0.870646766,0.895974672
3040,0.910447761,0.89461782,0.872003618,0.910447761
3050,0.904115785,0.895070104,0.884215287,0.895974672
3060,0.907281773,0.893260968,0.879692447,0.909543193
3070,0.911352329,0.898236092,0.87336047,0.911804613
3080,0.905924921,0.900949796,0.869742198,0.908638625
3090,0.910447761,0.895522388,0.877883311,0.911352329
3100,0.907281773,0.89461782,0.880597015,0.906829489
3110,0.898236092,0.902306649,0.876074175,0.89914066
3120,0.909543193,0.904115785,0.876526459,0.902758933
3130,0.899592944,0.901854365,0.879240163,0.907281773
3140,0.905020353,0.905472637,0.880597015,0.907281773
3150,0.905472637,0.905472637,0.879240163,0.911352329
3160,0.907281773,0.898688376,0.878335595,0.911804613
3170,0.907734057,0.905472637,0.885119855,0.909090909
3180,0.908638625,0.901402081,0.880144731,0.916779738
3190,0.910447761,0.898236092,0.879240163,0.917684306
3200,0.909995477,0.900045228,0.881953867,0.916327454
3210,0.899592944,0.904115785,0.881501583,0.911352329
3220,0.901402081,0.902306649,0.882406151,0.914518318
3230,0.909090909,0.903211217,0.886476707,0.913161465
3240,0.908186341,0.903663501,0.885572139,0.912709181
3250,0.908186341,0.896426956,0.89009498,0.912709181
3260,0.909995477,0.902758933,0.881049299,0.914066033
3270,0.897783808,0.903211217,0.884667571,0.913161465
3280,0.909090909,0.900949796,0.881953867,0.912256897
3290,0.904115785,0.89914066,0.876978743,0.908186341
3300,0.906829489,0.904115785,0.881501583,0.908638625
3310,0.909090909,0.901402081,0.887381275,0.908638625
3320,0.908186341,0.900949796,0.880144731,0.906829489
3330,0.907281773,0.897331524,0.879240163,0.909995477
3340,0.908186341,0.902758933,0.885572139,0.903211217
3350,0.910447761,0.900045228,0.879240163,0.914970602
3360,0.908638625,0.904568069,0.880144731,0.905924921
3370,0.910900045,0.905472637,0.881049299,0.908638625
3380,0.905472637,0.900045228,0.883763003,0.910447761
3390,0.903663501,0.904568069,0.889190412,0.89914066
3400,0.905020353,0.89914066,0.879692447,0.907734057
3410,0.903663501,0.900497512,0.885572139,0.909090909
3420,0.906829489,0.900949796,0.884215287,0.903663501
3430,0.908186341,0.905020353,0.893260968,0.900949796
3440,0.905020353,0.900045228,0.877431027,0.909995477
3450,0.909090909,0.903211217,0.880597015,0.905924921
3460,0.905924921,0.902306649,0.896426956,0.908638625
3470,0.902758933,0.902306649,0.8923564,0.909090909
3480,0.911804613,0.897783808,0.895070104,0.910447761
3490,0.913613749,0.900045228,0.89009498,0.908638625
3500,0.911352329,0.902758933,0.89009498,0.902306649
3510,0.906829489,0.900045228,0.895522388,0.905020353
3520,0.905472637,0.895974672,0.893260968,0.909090909
3530,0.909543193,0.898236092,0.892808684,0.912256897
3540,0.909543193,0.898236092,0.89461782,0.907734057
3550,0.909995477,0.89461782,0.887833559,0.909090909
3560,0.910447761,0.902758933,0.889190412,0.912256897
3570,0.905924921,0.897783808,0.887833559,0.911804613
3580,0.909995477,0.892808684,0.901402081,0.904568069
3590,0.911804613,0.896426956,0.895070104,0.905924921
3600,0.909090909,0.887833559,0.897783808,0.910447761
3610,0.913613749,0.886476707,0.896426956,0.912709181
3620,0.905472637,0.89914066,0.898688376,0.912256897
3630,0.910447761,0.893260968,0.89687924,0.909995477
3640,0.906377205,0.888738128,0.89461782,0.910447761
3650,0.910447761,0.898236092,0.893713252,0.908186341
3660,0.915422886,0.899592944,0.895070104,0.909995477
3670,0.910900045,0.888738128,0.900497512,0.911804613
3680,0.904115785,0.897783808,0.900045228,0.913161465
3690,0.914970602,0.901854365,0.894165536,0.912256897
3700,0.908186341,0.905472637,0.902306649,0.913161465
3710,0.906829489,0.903663501,0.893713252,0.906829489
3720,0.901402081,0.908186341,0.905472637,0.904115785
3730,0.905020353,0.890547264,0.887833559,0.89914066
3740,0.908186341,0.905924921,0.897331524,0.913161465
3750,0.905924921,0.89687924,0.902306649,0.908186341
3760,0.903211217,0.897783808,0.901402081,0.908186341
3770,0.909995477,0.895070104,0.899592944,0.909090909
3780,0.909090909,0.898688376,0.89914066,0.905472637
3790,0.911804613,0.900497512,0.905924921,0.909995477
3800,0.908186341,0.901402081,0.905472637,0.892808684
3810,0.910900045,0.896426956,0.902306649,0.903663501
3820,0.909543193,0.894165536,0.901854365,0.913613749
3830,0.909090909,0.896426956,0.897783808,0.909090909
3840,0.901854365,0.895974672,0.903211217,0.910447761
3850,0.910447761,0.893713252,0.900497512,0.911804613
3860,0.909090909,0.878335595,0.905472637,0.910447761
3870,0.905020353,0.89687924,0.897783808,0.916327454
3880,0.902758933,0.890999548,0.901854365,0.914970602
3890,0.907734057,0.900497512,0.900497512,0.909543193
3900,0.905472637,0.898236092,0.900497512,0.912709181
3910,0.89914066,0.900949796,0.900045228,0.902758933
3920,0.906377205,0.894165536,0.908186341,0.903211217
3930,0.913613749,0.903211217,0.901402081,0.912256897
3940,0.906829489,0.886476707,0.899592944,0.913161465
3950,0.908638625,0.889190412,0.896426956,0.909995477
3960,0.910447761,0.899592944,0.900497512,0.914066033
3970,0.905924921,0.895522388,0.905924921,0.909090909
3980,0.903211217,0.898236092,0.904115785,0.910447761
3990,0.902306649,0.896426956,0.89687924,0.909995477
4000,0.911352329,0.891904116,0.901402081,0.908186341
4010,0.912709181,0.883310719,0.899592944,0.913161465
4020,0.905924921,0.898236092,0.897783808,0.913161465
4030,0.89687924,0.900045228,0.902758933,0.914066033
4040,0.908638625,0.900497512,0.906829489,0.909543193
4050,0.906377205,0.889642696,0.901854365,0.907734057
4060,0.911804613,0.899592944,0.900949796,0.908638625
4070,0.908186341,0.895974672,0.899592944,0.904568069
4080,0.906829489,0.881953867,0.905924921,0.905472637
4090,0.900045228,0.902758933,0.89914066,0.907734057
4100,0.907281773,0.892808684,0.905472637,0.89687924
4110,0.910900045,0.886024423,0.900497512,0.901854365
4120,0.905472637,0.855721393,0.903663501,0.909543193
4130,0.909090909,0.890547264,0.905924921,0.906829489
4140,0.906829489,0.901854365,0.900497512,0.904115785
4150,0.909543193,0.898236092,0.895522388,0.905472637
4160,0.910900045,0.898688376,0.893260968,0.905472637
4170,0.910900045,0.895070104,0.898236092,0.904568069
4180,0.909090909,0.8923564,0.882858435,0.910447761
4190,0.910447761,0.894165536,0.884667571,0.900045228
4200,0.908638625,0.893260968,0.890547264,0.911804613
4210,0.909543193,0.898236092,0.897331524,0.899592944
4220,0.909090909,0.900949796,0.901402081,0.903663501
4230,0.910447761,0.903211217,0.898236092,0.891904116
4240,0.909090909,0.906377205,0.893713252,0.898236092
4250,0.910447761,0.894165536,0.900949796,0.912256897
4260,0.909090909,0.901854365,0.888738128,0.899592944
4270,0.905020353,0.906829489,0.887381275,0.908638625
4280,0.908186341,0.898688376,0.889190412,0.901402081
4290,0.909543193,0.898236092,0.89914066,0.908186341
4300,0.904568069,0.904115785,0.900045228,0.903663501
4310,0.911352329,0.902306649,0.893260968,0.904115785
4320,0.906829489,0.900045228,0.89914066,0.902758933
4330,0.901854365,0.905472637,0.903211217,0.908638625
4340,0.906829489,0.903211217,0.895070104,0.910447761
4350,0.903663501,0.893260968,0.905020353,0.901402081
4360,0.902758933,0.89914066,0.909090909,0.903211217
4370,0.895974672,0.89687924,0.903663501,0.893260968
4380,0.905472637,0.904568069,0.893260968,0.898688376
4390,0.896426956,0.89914066,0.891451832,0.903211217
4400,0.902306649,0.903211217,0.903211217,0.905020353
4410,0.893260968,0.903211217,0.898236092,0.902758933
4420,0.895974672,0.902758933,0.892808684,0.907734057
4430,0.903663501,0.902306649,0.896426956,0.901854365
4440,0.908638625,0.908638625,0.900045228,0.900045228
4450,0.906377205,0.906377205,0.889642696,0.89914066
4460,0.908638625,0.905020353,0.895522388,0.906377205
4470,0.89914066,0.902758933,0.905924921,0.899592944
4480,0.905020353,0.899592944,0.900497512,0.908186341
4490,0.904568069,0.89687924,0.89461782,0.903211217
4500,0.906377205,0.900045228,0.906377205,0.905020353
4510,0.901854365,0.89914066,0.898688376,0.906829489
4520,0.908186341,0.895070104,0.894165536,0.89914066
4530,0.901854365,0.900045228,0.904568069,0.901854365
4540,0.900045228,0.900497512,0.892808684,0.903211217
4550,0.905020353,0.899592944,0.897783808,0.894165536
4560,0.906377205,0.905020353,0.901402081,0.902758933
4570,0.909090909,0.903211217,0.884215287,0.906377205
4580,0.908638625,0.888738128,0.896426956,0.907281773
4590,0.907281773,0.898236092,0.89687924,0.903663501
4600,0.909995477,0.900497512,0.897783808,0.908638625
4610,0.912709181,0.904115785,0.904115785,0.895522388
4620,0.903663501,0.89914066,0.89914066,0.900045228
4630,0.906829489,0.898688376,0.904115785,0.902306649
4640,0.909995477,0.903663501,0.901402081,0.908638625
4650,0.901854365,0.903211217,0.908638625,0.900497512
4660,0.912709181,0.901854365,0.897783808,0.905924921
4670,0.913161465,0.897331524,0.901854365,0.906829489
4680,0.911804613,0.904568069,0.897331524,0.902758933
4690,0.909543193,0.886476707,0.903211217,0.897331524
4700,0.911804613,0.900497512,0.895974672,0.89687924
4710,0.906829489,0.907734057,0.901854365,0.905472637
4720,0.901854365,0.900045228,0.897783808,0.903663501
4730,0.914970602,0.910447761,0.903663501,0.903211217
4740,0.909543193,0.904115785,0.901854365,0.902306649
4750,0.910900045,0.909090909,0.897331524,0.908638625
4760,0.910447761,0.905924921,0.900045228,0.898688376
4770,0.911804613,0.903663501,0.903663501,0.901854365
4780,0.909090909,0.905472637,0.898236092,0.899592944
4790,0.911804613,0.891451832,0.895522388,0.888738128
4800,0.912256897,0.909995477,0.903211217,0.901854365
4810,0.912709181,0.898236092,0.906377205,0.906377205
4820,0.910447761,0.909995477,0.897331524,0.900497512
4830,0.909090909,0.909543193,0.905924921,0.908186341
4840,0.912709181,0.908638625,0.900045228,0.903663501
4850,0.914518318,0.906377205,0.907281773,0.893260968
4860,0.913161465,0.907734057,0.89914066,0.900949796
4870,0.916327454,0.905020353,0.905924921,0.908638625
4880,0.889190412,0.89914066,0.907734057,0.901854365
4890,0.912256897,0.904115785,0.899592944,0.912709181
4900,0.916779738,0.905020353,0.907281773,0.906377205
4910,0.912709181,0.904115785,0.901402081,0.905472637
4920,0.912709181,0.909090909,0.885572139,0.909995477
4930,0.916327454,0.904568069,0.876526459,0.909090909
4940,0.91813659,0.89914066,0.890547264,0.907734057
4950,0.91813659,0.905924921,0.886928991,0.904568069
4960,0.914066033,0.902306649,0.877431027,0.910447761
4970,0.920850294,0.895522388,0.887833559,0.910447761
4980,0.915422886,0.856625961,0.883310719,0.915422886
4990,0.919493442,0.900045228,0.895522388,0.907734057
5000,0.912256897,0.905020353,0.885572139,0.907281773